MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero
ZumaGuardian21,ZumaGuardian,15,0,47,0,1500,1800,8,0,3600,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\ZumaGuardian21,15,15,15,15,10,70,0,0,0,0,16,22,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白波尔20,WhiteBoar,0,0,50,0,2100,1200,8,0,3100,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\WhiteBoar20,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白波尔21,WhiteBoar,0,0,50,0,1800,1200,8,0,3100,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\WhiteBoar21,15,20,12,15,25,50,0,0,0,0,20,20,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
沃玛守护者5,WoomaGuardian,0,0,50,0,2100,1200,8,0,3000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\WoomaGuardian5,12,15,12,15,20,30,0,0,0,0,17,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
守护者6,WoomaGuardian,0,0,50,0,1800,1200,8,0,3000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\WoomaGuardian6,10,22,14,17,25,55,0,0,0,0,20,20,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蝎子王,KingScorpion,19,0,70,10,1000,630,14,0,12000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\KingScorpion,30,30,30,30,30,65,30,65,0,0,25,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
猪王,KingHog,0,0,60,10,1000,1000,14,0,18000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\KingHog,30,30,30,30,30,75,0,0,0,0,25,25,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
化身WT,WoomaTaurus,11,0,60,10,1500,800,14,0,12000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\IncarnatedWT,30,30,30,30,35,75,0,0,0,0,25,35,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
化身ZT,ZumaTaurus,22,0,60,10,1000,630,14,0,18000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\IncarnatedZT,20,20,30,30,30,75,0,0,0,0,20,20,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑暗恶魔,DarkDevil,20,0,70,10,1000,630,14,0,30000,TRUE,TRUE,FALSE,FALSE,Castle-Gi\BDD\DarkDevil,35,35,35,35,50,100,0,0,0,0,28,35,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
血祭司,DigOutZombie,24,0,34,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\BloodPriest,10,10,5,5,15,25,0,0,0,0,15,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
血祭司0,DigOutZombie,24,0,34,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\BloodPriest0,10,10,5,5,15,25,0,0,0,0,15,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诅咒的萨满,ShamanZombie,26,0,31,0,2500,1800,7,0,320,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\CursedShaman,5,5,3,3,17,21,0,0,0,0,13,13,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诅咒萨满0,ShamanZombie,26,0,31,0,2500,1800,7,0,320,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\CursedShaman0,5,5,3,3,17,21,0,0,0,0,13,13,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诅咒的祭司,DigOutZombie,24,0,30,0,2500,1800,7,0,430,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\CursedPriest,7,7,3,3,5,8,0,0,0,0,17,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诅咒祭司0,DigOutZombie,24,0,30,0,2500,1800,7,0,430,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\CursedPriest0,7,7,3,3,5,8,0,0,0,0,17,20,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诅咒的僵尸,ClZombie,0,0,30,0,3000,1500,7,0,400,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\CursedZombie,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
被诅咒的僵尸0,ClZombie,0,0,30,0,3000,1500,7,0,400,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\CursedZombie0,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
饥饿的僵尸,NdZombie,0,0,30,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\HungryZombie,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
饥饿的僵尸0,NdZombie,0,0,30,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\HungryZombie0,7,7,3,3,11,22,0,0,0,0,12,15,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石头人,ClZombie,0,0,30,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\ShiZombie,7,7,3,3,11,22,0,0,0,0,12,15,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石头僵尸0,ClZombie,0,0,30,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\ShiZombie0,7,7,3,3,11,22,0,0,0,0,12,15,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒性僵尸,NdZombie,0,0,34,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\ToxicZombie,10,10,3,3,13,25,0,0,0,0,14,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有毒的僵尸0,NdZombie,0,0,34,0,2500,1800,7,0,300,TRUE,TRUE,TRUE,FALSE,TaoVillage\MineralMines\ToxicZombie0,10,10,3,3,13,25,0,0,0,0,14,15,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大食尸鬼,Ghoul,0,0,40,0,2000,1200,7,0,800,TRUE,TRUE,FALSE,FALSE,TaoVillage\MineralMines\GreatGhoul,3,3,5,5,18,36,0,0,0,0,15,15,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
炸弹蜘蛛,BombSpider,40,0,52,0,0,800,7,0,7,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\BombSpider,0,0,0,0,20,40,0,0,0,0,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
根部蜘蛛,RootSpider,39,0,53,0,2500,0,7,0,540,FALSE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\RootSpider,0,0,10,10,10,35,0,0,0,0,1,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛蝙蝠,SpiderBat,7,0,52,0,2000,500,7,0,540,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\SpiderBat,1,3,2,9,10,35,0,0,0,0,15,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒液蜘蛛,VenomSpider,4,0,40,0,1800,1200,7,0,520,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\VenomSpider,4,6,4,9,10,32,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒液蜘蛛0,VenomSpider,4,0,50,0,1800,1200,7,0,520,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\VenomSpider0,4,6,4,9,12,34,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒液蜘蛛3,VenomSpider,4,0,60,0,1800,1200,7,0,520,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\VenomSpider3,9,9,14,14,20,35,0,0,0,0,17,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑蜘蛛,GangSpider,0,0,45,0,1500,1100,14,0,570,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\GangSpider,2,7,5,10,12,32,0,0,0,0,16,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑帮蜘蛛0,GangSpider,0,0,45,0,1500,1100,14,0,570,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\GangSpider0,2,7,5,10,12,34,0,0,0,0,16,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
黑蜘蛛3,GangSpider,0,0,45,0,1500,1100,14,0,570,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\GangSpider3,2,7,5,10,12,35,0,0,0,0,16,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大蜘蛛,GreatSpider,0,0,45,0,1500,1100,14,0,600,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\GreatSpider,2,7,5,10,12,32,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大蜘蛛0,GreatSpider,0,0,45,0,1500,1100,14,0,600,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\GreatSpider0,2,7,5,10,12,32,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大蜘蛛3,GreatSpider,0,0,45,0,1500,1100,14,0,600,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\GreatSpider3,2,7,5,10,12,36,0,0,0,0,16,15,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诱蛛,LureSpider,4,0,64,0,1800,800,7,0,640,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\LureSpider,8,8,11,13,15,40,0,0,0,0,18,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诱蛛0,LureSpider,4,0,64,0,1800,800,7,0,640,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\LureSpider0,8,8,11,13,15,40,0,0,0,0,18,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
诱蛛3,LureSpider,4,0,64,0,1800,800,7,0,640,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\LureSpider3,8,8,11,13,15,44,0,0,0,0,18,15,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大猩猩,BigApe,0,0,52,0,2000,1000,14,0,960,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\BigApe,4,7,5,12,15,35,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大猩猩0,BigApe,0,0,52,0,2000,1000,14,0,960,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\BigApe0,4,7,5,12,15,35,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大猩猩3,BigApe,0,0,52,0,2000,1000,14,0,960,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\BigApe3,4,7,5,12,15,40,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恶猿,EvilApe,0,0,56,0,1500,800,14,0,1800,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\EvilApe,4,12,12,16,25,65,0,0,0,0,17,22,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvilApe0,EvilApe,0,0,56,0,1500,800,14,0,1800,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\EvilApe0,4,12,12,16,25,65,0,0,0,0,17,22,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
灰色邪恶之猿,GrayEvilApe,0,0,55,0,1500,500,14,0,900,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\GreyEvilApe,15,15,0,0,25,65,0,0,0,0,25,12,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红色恶人猿,RedEvilApe,0,0,55,0,1500,500,14,0,900,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\RedEvilApe,0,0,25,25,25,65,0,0,0,0,12,25,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
水晶蜘蛛,CrystalSpider,37,0,52,5,1000,800,14,0,5000,TRUE,TRUE,FALSE,TRUE,TaoVillage\TreePath\RedValley\CrystalSpider,15,15,20,20,20,90,20,50,0,0,15,16,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红月恶魔（RedMoonEvil,RedMoonEvil,13,0,60,5,2000,0,14,0,6000,FALSE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\RedMoonEvil,20,20,20,20,25,90,0,0,0,0,23,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
红月恶人1,RedMoonEvil,13,0,60,0,2000,0,14,0,6000,FALSE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\RedMoonEvil1,20,20,20,20,25,90,0,0,0,0,25,25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶猿索博,EvilApe,0,0,52,0,2000,1000,7,0,960,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\EvilApeSobo,4,7,5,12,15,35,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
邪恶巨猿,EvilApe,0,0,56,0,1500,800,7,0,1800,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\RedValley\EvilBigApe,12,12,16,16,20,35,0,0,0,0,17,15,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
淡水河谷蝙蝠,ValeBat,0,0,50,0,1300,630,7,0,7300,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\ValeBat,20,20,30,30,36,68,36,68,0,0,20,16,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ValeBat2,ValeBat,0,0,50,0,1300,630,7,0,7300,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\ValeBat2,20,20,30,30,36,68,36,68,0,0,20,16,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
韦弗,Weaver,0,0,50,0,1600,2000,7,0,9600,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\Weaver,13,13,40,40,20,36,20,36,0,0,20,16,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒液编织者,VenomWeaver,0,0,50,0,1600,2000,7,0,9700,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\VenomWeaver,13,13,40,40,20,34,20,34,0,0,20,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
裂缝编织者,CrackingWeaver,0,0,50,0,1600,2000,7,0,9900,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\CrackingWeaver,13,13,40,40,20,32,20,32,0,0,20,16,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
武装织布机,ArmingWeaver,0,0,50,0,1600,2000,7,0,10000,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\ArmingWeaver,13,13,35,35,20,33,20,33,0,0,20,16,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
水晶织布机,CrystalWeaver,0,0,50,0,1600,2000,7,0,10200,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\CrystalWeaver,13,13,35,35,20,35,20,35,0,0,20,16,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大编织者,GreaterWeaver,0,0,50,0,1600,2000,7,0,9100,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\GreaterWeaver,15,15,15,15,48,72,48,72,0,0,20,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛武士,SpiderWarrior,0,0,50,0,1600,2000,7,0,10600,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\SpiderWarrior,18,18,40,40,35,61,35,61,0,0,20,16,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
蜘蛛野蛮人,SpiderBarbarian,0,0,50,0,1600,2000,7,0,10650,TRUE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\SpiderBarbarian,18,18,40,40,34,80,34,80,0,0,20,16,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
飞行雕像,FlyingStatue,0,0,80,10,1700,1200,14,0,35000,FALSE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\FlyingStatue,70,70,70,70,40,200,40,200,0,0,17,18,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石头雕像,StoningStatue,0,0,80,10,1000,500,14,0,40000,FALSE,TRUE,FALSE,FALSE,TaoVillage\TreePath\Lunar\StoningStatue,70,70,70,70,50,200,50,200,0,0,20,30,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毒尸鬼,ToxicGhoul,28,0,33,0,2200,1500,7,0,940,TRUE,TRUE,TRUE,FALSE,PranjaIsland\PranjaStoneCave\ToxicGhoul,6,6,15,15,12,26,0,0,0,0,13,15,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有毒的食尸鬼0,ToxicGhoul,28,0,33,0,2200,1500,7,0,940,TRUE,TRUE,TRUE,FALSE,PranjaIsland\PranjaStoneCave\ToxicGhoul0,6,6,15,15,12,26,0,0,0,0,13,15,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
罗宁食尸鬼,RoninGhoul,0,0,35,0,1800,1000,7,0,1020,TRUE,TRUE,TRUE,FALSE,PranjaIsland\PranjaStoneCave\RoninGhoul,6,6,15,15,14,30,0,0,0,0,13,15,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
罗宁食尸鬼0,RoninGhoul,0,0,35,0,1800,1000,7,0,1020,TRUE,TRUE,TRUE,FALSE,PranjaIsland\PranjaStoneCave\RoninGhoul0,6,6,15,15,14,30,0,0,0,0,13,15,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
